school_year,system_id,school_name,grade_band,measure,measurename,score_type,scsc_school_score,school_comparison_score,district_comparison_score,designation
2020-2021,7820120,Georgia Cyber Academy,H,1a-na,Content Mastery Non-Adjusted,percentage,56.1695975,40.30705339704522,"",Y
2020-2021,7830616,Genesis Innovation Academy for Girls,E,1f,GaDOE Achievement,percentage,48.34,28.41759583333333,"",Y
2022-2023,7820617,Dubois Integrity Academy,M,1d,Value-Add,decimal,0.07505132257938385,0.01756830485365181,0.02767209312878549,Y
2022-2023,7830633,D.E.L.T.A. STEAM Academy,E,1b,Progress,percentage,82.5,81.57152542372879,84.14813559322033,Y
2020-2021,7830615,Genesis Innovation Academy for Boys,M,1f,GaDOE Achievement,percentage,46.875,32.30962184873949,"",Y
2022-2023,7820615,Scintilla Charter Academy,E,1d,Value-Add,decimal,-0.1331896334886551,-0.02690160696511157,-0.019443499433691613,N
2022-2023,7820212,Cherokee Charter Academy,Whole School Score,2b,Progress,percentage,85.5608127721335,84.13947750362841,84.68505079825835,Y
2020-2021,7830621,SLAM Academy of Atlanta,E,1a-a,Content Mastery Adjusted,percentage,TFS,7.332915231281697,"",""
2020-2021,7830614,Liberty Tech Charter Academy,E,1f,GaDOE Achievement,percentage,60.9415,52.85703741496597,"",Y
2022-2023,7830626,Furlow Charter School,Whole School Score,2d,Value-Add,decimal,-0.043288759887218475,0.06256597339947234,0.13778899782846565,N
2022-2023,7830621,SLAM Academy of Atlanta,Whole School Score,2c,Grade Band Score,percentage,40.76283422459893,63.683288770053466,76.69486631016042,N
2021-2022,7820412,Georgia Connections Academy,M,1b,Progress,percentage,65.7,77.9,"",N
2021-2022,7830636,Northwest Classical Academy,M,1b,Progress,percentage,79.8,88.9,"",N
2022-2023,7830632,Atlanta Unbound Academy,Whole School Score,2a,Content Mastery,percentage,16.510505836575877,41.436575875486376,62.791050583657594,N
2022-2023,7830210,Pataula Charter Academy,M,1a,Content Mastery,percentage,51.6,37.578676470588235,37.57426470588236,Y
2021-2022,7820120,Georgia Cyber Academy,H,1b,Progress,percentage,82.9,70.7,"",Y
2022-2023,7830612,Southwest Georgia S.T.E.M. Charter Academy,H,1d,Value-Add,decimal,-0.11273863911628723,0.12792190839536488,0.12791683862451464,N
2022-2023,7830642,Destination Career Academy of Georgia,Whole School Score,2d,Value-Add,decimal,-0.17055395245552063,0.00043485433826617736,"",N
2022-2023,7830619,International Academy of Smyrna,Whole School Score,2d,Value-Add,decimal,0.11938764154911041,-0.026979525997376186,0.02658761542988941,Y
2021-2022,7820121,Utopian Academy for the Arts Charter School,Whole School Score,2a,Content Mastery,percentage,43.4,37.5,"",Y
2022-2023,7830624,Spring Creek Charter Academy,M,1d,Value-Add,decimal,-0.20704233646392822,-0.050580722163431346,-0.053685934166423976,N
2021-2022,7820412,Georgia Connections Academy,H,1b,Progress,percentage,80.7,73.3,"",Y
2022-2023,7830210,Pataula Charter Academy,H,1a,Content Mastery,percentage,49.2,33.86123595505618,33.89775280898876,Y
2022-2023,7830610,Coweta Charter Academy,M,1a,Content Mastery,percentage,65.7,56.873091647311824,58.445161290322574,Y
2021-2022,7820616,Georgia School for Innovation and the Classics,H,1a,Content Mastery,percentage,63.9,29.3,35.9,Y
2022-2023,7830624,Spring Creek Charter Academy,H,1b,Progress,percentage,57.5,82.36666666666666,82.36666666666666,N
2022-2023,7820612,"Ivy Preparatory Academy, Inc",E,1b,Progress,percentage,69.1,85.14888888888889,90.22158730158728,N
2021-2022,7820121,Utopian Academy for the Arts Charter School,M,1b,Progress,percentage,85.5,75.0,"",Y
2021-2022,7830621,SLAM Academy of Atlanta,E,1a,Content Mastery,percentage,17,31.0,51.5,N
2022-2023,7830623,Academy For Classical Education,M,1a,Content Mastery,percentage,93.9,44.711210762331845,40.85448430493274,Y
2020-2021,7830613,Brookhaven Innovation Academy,E,1f,GaDOE Achievement,percentage,51.9323,46.38912718676124,"",Y
2022-2023,7830614,Liberty Tech Charter Academy,Whole School Score,2b,Progress,percentage,90.23599088838267,87.08701594533028,87.68473804100228,Y
2022-2023,7830633,D.E.L.T.A. STEAM Academy,Whole School Score,2c,Grade Band Score,percentage,80.90499999999997,67.70306779661016,70.64037288135594,Y
2022-2023,7830210,Pataula Charter Academy,Whole School Score,2b,Progress,percentage,90.60614334470989,90.8986348122867,91.09744027303755,S
2022-2023,7830616,Genesis Innovation Academy for Girls,E,1b,Progress,percentage,85.5,84.04864864864865,89.02792792792795,Y
2022-2023,7830626,Furlow Charter School,E,1c,Grade Band Score,percentage,67.315,69.96806291390729,68.12605960264902,S
2022-2023,7830310,Fulton Leadership Academy,M,1c,Grade Band Score,percentage,68.41,64.45869565217392,76.065,Y
2020-2021,7830310,Fulton Leadership Academy,M,1a-na,Content Mastery Non-Adjusted,percentage,31.070075891041668,31.322007447808186,"",S
2021-2022,7820120,Georgia Cyber Academy,H,1d,Value-Add,decimal,0.1399,-0.0025,"",Y
2022-2023,7830626,Furlow Charter School,M,1c,Grade Band Score,percentage,70.57,65.35573426573426,65.74426573426572,Y
2021-2022,7830210,Pataula Charter Academy,H,1a,Content Mastery,percentage,55.2,35.4,30.9,Y
2022-2023,7830210,Pataula Charter Academy,M,1c,Grade Band Score,percentage,76.19999999999999,70.98257352941175,70.96691176470587,Y
2021-2022,7830624,Spring Creek Charter Academy,Whole School Score,2a,Content Mastery,percentage,56.00266666666667,51.63480708776318,"",Y
2022-2023,7830614,Liberty Tech Charter Academy,E,1c,Grade Band Score,percentage,82.505,75.49582236842105,77.34207236842104,Y
2022-2023,7820615,Scintilla Charter Academy,Whole School Score,2c,Grade Band Score,percentage,75.20186567164177,71.31042740841248,74.24856852103122,Y
2022-2023,7830642,Destination Career Academy of Georgia,Whole School Score,2a,Content Mastery,percentage,28.599999999999998,49.68716981132077,55.41358490566038,N
2021-2022,7830633,D.E.L.T.A. STEAM Academy,Whole School Score,2a,Content Mastery,percentage,59.9,50.9,"",Y
2020-2021,7830630,Baconton Community Charter School,H,1f,GaDOE Achievement,percentage,69.875,23.925209125475284,"",Y
2021-2022,7830623,Academy For Classical Education,Whole School Score,2a,Content Mastery,percentage,97.03012181616833,50.263528097983986,"",Y
2022-2023,7830617,Resurgence Hall Charter School,Whole School Score,2d,Value-Add,decimal,0.24514569342136383,0.07015059488639963,0.02328901342843892,Y
2020-2021,7820617,Dubois Integrity Academy,E,1f,GaDOE Achievement,percentage,33.045,25.520864065934067,"",Y
2020-2021,7830614,Liberty Tech Charter Academy,M,1f,GaDOE Achievement,percentage,74.375,57.929290780141855,"",Y
2022-2023,7830621,SLAM Academy of Atlanta,E,1c,Grade Band Score,percentage,52.57,64.13379310344828,78.8854827586207,N
2020-2021,7830619,International Academy of Smyrna,E,1f,GaDOE Achievement,percentage,46.955400000000004,42.88284267990075,"",Y
2022-2023,7830310,Fulton Leadership Academy,M,1b,Progress,percentage,83.4,79.09202898550726,84.60507246376812,Y
2021-2022,7820614,International Charter School of Atlanta,M,1b,Progress,percentage,90.4,88.2,"",Y
2022-2023,7830637,DeKalb Brilliance Academy,E,1b,Progress,percentage,"",83.8067415730337,90.25955056179777,Y
2021-2022,7830618,SAIL Charter Academy - School for Arts-Infused Learning,M,1a,Content Mastery,percentage,52.5,63.8,64.4,N
2021-2022,7830626,Furlow Charter School,E,1b,Progress,percentage,90.2,57.7,"",Y
2020-2021,7830628,Ethos Classical Charter School,E,1a-a,Content Mastery Adjusted,percentage,28.957895078947374,10.305616845619003,"",Y
2022-2023,7830210,Pataula Charter Academy,E,1d,Value-Add,decimal,0.06845633685588837,0.10887657856801525,0.109364577307133,N
2022-2023,7820412,Georgia Connections Academy,E,1b,Progress,percentage,64.9,81.6068105256239,84.9279975654291,N
2020-2021,7820110,Odyssey Charter School,M,1a-na,Content Mastery Non-Adjusted,percentage,62.94263865407375,56.17518331542699,"",Y
2021-2022,7830618,SAIL Charter Academy - School for Arts-Infused Learning,E,1a,Content Mastery,percentage,72.3,74.8,75.5,N
2022-2023,7820617,Dubois Integrity Academy,M,1b,Progress,percentage,95,83.0,84.7511111111111,Y
2022-2023,7830615,Genesis Innovation Academy for Boys,Whole School Score,2a,Content Mastery,percentage,53.64223602484468,39.81863354037267,53.47981366459628,Y
2020-2021,7830610,Coweta Charter Academy,E,1a-na,Content Mastery Non-Adjusted,percentage,81.77248667321427,52.060789461990204,"",Y
2021-2022,7830619,International Academy of Smyrna,E,1b,Progress,percentage,98.4,85.5,"",Y
2022-2023,7820212,Cherokee Charter Academy,E,1d,Value-Add,decimal,-0.05736711248755455,-0.010582958900613448,-0.01682013616664335,N
2020-2021,7820412,Georgia Connections Academy,E,1f,GaDOE Achievement,percentage,72.31060000000001,48.09359652996846,"",Y
2022-2023,7820412,Georgia Connections Academy,M,1b,Progress,percentage,81.1,80.0150019544306,80.38766045548655,Y
2022-2023,7820614,International Charter School of Atlanta,Whole School Score,2b,Progress,percentage,82.36813953488374,88.56720930232555,88.39174418604651,N
2021-2022,7830626,Furlow Charter School,E,1d,Value-Add,decimal,0.1229,0.0588,"",S
2021-2022,7830613,Brookhaven Innovation Academy,M,1b,Progress,percentage,96.8,81.5,"",Y
2020-2021,7830617,Resurgence Hall Charter School,E,1f,GaDOE Achievement,percentage,73.86500000000001,36.11722439759036,"",Y
2022-2023,7830611,Cirrus Charter Academy,M,1c,Grade Band Score,percentage,68.165,58.83155555555555,61.189972222222224,Y
2022-2023,7830618,SAIL Charter Academy - School for Arts-Infused Learning,M,1a,Content Mastery,percentage,61.1,64.76554054054056,66.9722972972973,N
2022-2023,7830619,International Academy of Smyrna,E,1a,Content Mastery,percentage,61,52.93915662650604,73.16114457831326,Y
2021-2022,7830623,Academy For Classical Education,E,1d,Value-Add,decimal,-0.0229,0.0853,"",N
2020-2021,7820212,Cherokee Charter Academy,E,1a-na,Content Mastery Non-Adjusted,percentage,55.10215173610976,63.93644929903642,"",N
2020-2021,7820612,"Ivy Preparatory Academy, Inc",M,1a-na,Content Mastery Non-Adjusted,percentage,TFS,21.182987140939556,"",""
2021-2022,7830103,Statesboro STEAM Academy,M,1b,Progress,percentage,63.8,65.0,"",S
2021-2022,7830630,Baconton Community Charter School,H,1b,Progress,percentage,85.5,89.6,"",N
2022-2023,7820110,Odyssey Charter School,Whole School Score,2b,Progress,percentage,73.10728291316526,81.28263305322129,83.46442577030811,N
2021-2022,7820120,Georgia Cyber Academy,E,1a,Content Mastery,percentage,48.5,52.9,57.8,N
2021-2022,7830616,Genesis Innovation Academy for Girls,E,1b,Progress,percentage,100,81.5,"",Y
2021-2022,7830636,Northwest Classical Academy,E,1b,Progress,percentage,66.5,82.6,"",N
2020-2021,7820120,Georgia Cyber Academy,H,1a-a,Content Mastery Adjusted,percentage,42.4841251978337,27.26728935638296,"",Y
2022-2023,7820120,Georgia Cyber Academy,E,1d,Value-Add,decimal,-0.12061991542577744,-0.001302071946394534,0.00023609312218297873,N
2021-2022,7820616,Georgia School for Innovation and the Classics,M,1d,Value-Add,decimal,0.0395,-0.0883,"",Y
2022-2023,7830103,Statesboro STEAM Academy,H,1a,Content Mastery,percentage,49.1,54.83296703296703,60.2,N
2021-2022,7830615,Genesis Innovation Academy for Boys,H,1a,Content Mastery,percentage,"","","",""
2022-2023,7830634,Georgia Fugees Academy Charter School,M,1d,Value-Add,decimal,0.18109138309955597,0.015857006248552352,0.04344693198800087,Y
2020-2021,7830632,Atlanta Unbound Academy,M,1a-a,Content Mastery Adjusted,percentage,TFS,6.816998199018148,"",""
2021-2022,7820614,International Charter School of Atlanta,Whole School Score,2a,Content Mastery,percentage,90.48308823529412,83.42639490884073,"",Y
2020-2021,7830616,Genesis Innovation Academy for Girls,H,1a-na,Content Mastery Non-Adjusted,percentage,TFS,22.691581875,"",""
2020-2021,7820614,International Charter School of Atlanta,M,1f,GaDOE Achievement,percentage,89.79124999999999,67.87779580152672,"",Y
2022-2023,7820412,Georgia Connections Academy,H,1c,Grade Band Score,percentage,74.50500000000001,68.76641589674699,71.86706626506027,Y
2021-2022,7820121,Utopian Academy for the Arts Charter School,M,1d,Value-Add,decimal,0.1179,-0.0046,"",Y
2020-2021,7830614,Liberty Tech Charter Academy,E,1a-na,Content Mastery Non-Adjusted,percentage,59.913861907675326,47.33793004808409,"",Y
2022-2023,7820616,Georgia School for Innovation and the Classics,E,1c,Grade Band Score,percentage,68.97,54.40966666666666,62.529245098039205,Y
2022-2023,7820617,Dubois Integrity Academy,E,1b,Progress,percentage,78.9,88.0,89.21970534069982,N
2022-2023,7830623,Academy For Classical Education,Whole School Score,2c,Grade Band Score,percentage,91.87884657534251,66.27781095890411,61.031378082191786,Y
2022-2023,7820616,Georgia School for Innovation and the Classics,Whole School Score,2c,Grade Band Score,percentage,69.12378834355827,55.50672801635992,60.91287832310839,Y
2022-2023,7830612,Southwest Georgia S.T.E.M. Charter Academy,H,1b,Progress,percentage,79.7,87.58557692307693,87.66057692307693,N
2020-2021,7830616,Genesis Innovation Academy for Girls,H,1a-a,Content Mastery Adjusted,percentage,TFS,8.260484002135874,"",""
2022-2023,7830620,International Charter Academy of Georgia,Whole School Score,2d,Value-Add,decimal,-0.3178003132343292,0.024155454003221166,0.030620101708336733,N
2022-2023,7830610,Coweta Charter Academy,M,1d,Value-Add,decimal,-0.07555422186851501,0.00745597537024878,-0.028692244668491185,N
2020-2021,7830410,Atlanta Heights Charter School,E,1a-na,Content Mastery Non-Adjusted,percentage,37.369413085625,5.369564817691232,"",Y
2021-2022,7830630,Baconton Community Charter School,M,1a,Content Mastery,percentage,63.6,36.6,35.2,Y
2021-2022,7830310,Fulton Leadership Academy,M,1d,Value-Add,decimal,0.0073,0.0987,"",S
2021-2022,7830634,Georgia Fugees Academy Charter School,H,1d,Value-Add,decimal,"","","",""
2021-2022,7830613,Brookhaven Innovation Academy,E,1d,Value-Add,decimal,0.04,0.0338,"",S
2021-2022,7830623,Academy For Classical Education,M,1d,Value-Add,decimal,-0.0094,0.0694,"",N
2021-2022,7820617,Dubois Integrity Academy,E,1d,Value-Add,decimal,0.093,0.0282,"",S
2021-2022,7820120,Georgia Cyber Academy,M,1d,Value-Add,decimal,0.0647,0.0177,"",Y
2022-2023,7820616,Georgia School for Innovation and the Classics,H,1b,Progress,percentage,23.6,63.647465437788014,66.78064516129032,N
2022-2023,7830619,International Academy of Smyrna,E,1d,Value-Add,decimal,0.12242182344198227,-0.031266089352357085,-0.011312064249068499,Y
2022-2023,7820110,Odyssey Charter School,M,1a,Content Mastery,percentage,61.7,62.05394736842105,65.0157894736842,S
2021-2022,7830611,Cirrus Charter Academy,E,1a,Content Mastery,percentage,23.9,28.9,42.5,N
2022-2023,7830616,Genesis Innovation Academy for Girls,M,1a,Content Mastery,percentage,53.9,37.97058823529413,52.09313725490197,Y
2021-2022,7830614,Liberty Tech Charter Academy,E,1b,Progress,percentage,80,80.6,"",S
2021-2022,7820612,Ivy Preparatory Academy,M,1b,Progress,percentage,100,77.3,"",Y
2022-2023,7830628,Ethos Classical Charter School,Whole School Score,2d,Value-Add,decimal,"","",0.0,""
2020-2021,7830618,SAIL Charter Academy,E,1a-a,Content Mastery Adjusted,percentage,71.24957524199672,67.39579178197349,"",Y
2022-2023,7820612,"Ivy Preparatory Academy, Inc",Whole School Score,2b,Progress,percentage,73.83043478260873,83.44513457556934,87.30393374741202,N
2021-2022,7830613,Brookhaven Innovation Academy,E,1a,Content Mastery,percentage,62.5,53.5,65.4,Y
2022-2023,7820614,International Charter School of Atlanta,Whole School Score,2a,Content Mastery,percentage,92.0103488372093,82.74790697674413,76.84720930232558,Y
2021-2022,7830612,Southwest Georgia S.T.E.M. Charter Academy,H,1d,Value-Add,decimal,-0.1449,0.1011,"",S
2022-2023,7830615,Genesis Innovation Academy for Boys,Whole School Score,2b,Progress,percentage,94.51677018633535,83.01863354037265,86.70000000000002,Y
2021-2022,7830634,Georgia Fugees Academy Charter School,M,1b,Progress,percentage,77.2,83.0,"",N
2022-2023,7820616,Georgia School for Innovation and the Classics,E,1a,Content Mastery,percentage,67.7,44.11882352941177,41.70705882352941,Y
2022-2023,7830641,Resurgence Hall Middle Academy,Whole School Score,2b,Progress,percentage,80.1,85.29878048780488,90.35243902439024,N
2021-2022,7820616,Georgia School for Innovation and the Classics,H,1b,Progress,percentage,71.1,48.5,"",Y
2020-2021,7830611,Cirrus Charter Academy,M,1a-a,Content Mastery Adjusted,percentage,9.99734991623714,13.199558144952114,"",N
2022-2023,7830410,Atlanta Heights Charter School,M,1a,Content Mastery,percentage,39,31.534426229508203,48.63196721311476,Y
2022-2023,7830612,Southwest Georgia S.T.E.M. Charter Academy,H,1a,Content Mastery,percentage,45.1,38.027884615384615,37.95961538461538,Y
2022-2023,7830103,Statesboro STEAM Academy,Whole School Score,2a,Content Mastery,percentage,44.697073170731706,49.888292682926824,58.39853658536586,N
2022-2023,7820617,Dubois Integrity Academy,Whole School Score,2b,Progress,percentage,82.10575221238936,87.0,88.32994100294984,N
2020-2021,7820212,Cherokee Charter Academy,M,1f,GaDOE Achievement,percentage,57.254999999999995,67.3128822815534,"",N
2021-2022,7830613,Brookhaven Innovation Academy,M,1a,Content Mastery,percentage,62.5,52.1,60.5,Y
2022-2023,7820412,Georgia Connections Academy,H,1d,Value-Add,decimal,0.02175045572221279,0.0005464610489411825,0.002078834559725351,N
2021-2022,7820412,Georgia Connections Academy,H,1d,Value-Add,decimal,-0.0553,0.0064,"",N
2022-2023,7830641,Resurgence Hall Middle Academy,M,1c,Grade Band Score,percentage,"",69.33884146341462,85.62560975609755,Y
2022-2023,7820412,Georgia Connections Academy,M,1d,Value-Add,decimal,-0.025083977729082108,-0.005858888746416824,-0.002041405232972693,N
2022-2023,7830103,Statesboro STEAM Academy,M,1b,Progress,percentage,80.4,76.55670103092783,82.1,Y
2022-2023,7820120,Georgia Cyber Academy,H,1c,Grade Band Score,percentage,61.904999999999994,67.01367588325655,71.07828878648235,N
2022-2023,7830621,SLAM Academy of Atlanta,M,1c,Grade Band Score,percentage,"",62.127976190476204,69.13202380952382,Y
2020-2021,7830615,Genesis Innovation Academy for Boys,M,1a-na,Content Mastery Non-Adjusted,percentage,TFS,27.628845479662452,"",""
2020-2021,7830616,Genesis Innovation Academy for Girls,E,1a-na,Content Mastery Non-Adjusted,percentage,TFS,10.567364992685828,"",""
2020-2021,7830616,Genesis Innovation Academy for Girls,M,1a-a,Content Mastery Adjusted,percentage,TFS,6.751930270258572,"",""
2022-2023,7830630,Baconton Community Charter School,E,1d,Value-Add,decimal,-0.07844211161136627,0.06708317164157052,0.1377559447173553,N
2022-2023,7830618,SAIL Charter Academy - School for Arts-Infused Learning,E,1c,Grade Band Score,percentage,66.53,80.29347031963468,84.59371004566209,N
2022-2023,7830623,Academy For Classical Education,E,1b,Progress,percentage,87.5,78.80988505747125,77.09747126436781,Y
2020-2021,7830610,Coweta Charter Academy,M,1a-a,Content Mastery Adjusted,percentage,57.91191853419814,39.85981506058923,"",Y
2020-2021,7830625,Yi Hwang Academy of Language Excellence,E,1f,GaDOE Achievement,percentage,97.72999999999999,61.70383125000001,"",Y
2022-2023,7820612,"Ivy Preparatory Academy, Inc",E,1d,Value-Add,decimal,-0.023799020797014236,0.06490149305125215,0.07754497361020185,N
2021-2022,7830210,Pataula Charter Academy,M,1a,Content Mastery,percentage,49.7,31.4,31.5,Y
2022-2023,7830624,Spring Creek Charter Academy,M,1a,Content Mastery,percentage,49.8,49.247540983606555,48.32295081967213,Y
2021-2022,7830612,Southwest Georgia S.T.E.M. Charter Academy,H,1a,Content Mastery,percentage,56.7,47.4,46.1,Y
2021-2022,7830103,Statesboro STEAM Academy,Whole School Score,2a,Content Mastery,percentage,53.305747126436785,51.03273355013395,"",Y
2021-2022,7830617,Resurgence Hall Charter School,E,1a,Content Mastery,percentage,87.6,42.6,70.4,Y
2020-2021,7830630,Baconton Community Charter School,E,1a-na,Content Mastery Non-Adjusted,percentage,58.30884968912038,24.50568014545478,"",Y
2022-2023,7830615,Genesis Innovation Academy for Boys,E,1a,Content Mastery,percentage,57,40.86157407407407,54.743055555555564,Y
2020-2021,7830626,Furlow Charter School,E,1a-a,Content Mastery Adjusted,percentage,43.18711668838597,1.7790439369123057,"",Y
2022-2023,7820615,Scintilla Charter Academy,M,1a,Content Mastery,percentage,86,61.5538961038961,61.91883116883116,Y
2020-2021,7830634,Georgia Fugees Academy Charter School,H,1a-na,Content Mastery Non-Adjusted,percentage,TFS,27.919518967105265,"",""
2022-2023,7830627,Atlanta SMART Academy,Whole School Score,2d,Value-Add,decimal,0.02422790788114071,0.029004867233766163,0.01472205759046119,N
2021-2022,7830624,Spring Creek Charter Academy,E,1b,Progress,percentage,89.4,58.4,"",Y
2021-2022,7830210,Pataula Charter Academy,H,1b,Progress,percentage,76.7,77.3,"",S
2022-2023,7830410,Atlanta Heights Charter School,E,1c,Grade Band Score,percentage,71.215,62.44121453900709,76.1221010638298,Y
2021-2022,7830628,Ethos Classical Charter School,E,1b,Progress,percentage,100,83.6,"",Y
2022-2023,7830624,Spring Creek Charter Academy,M,1c,Grade Band Score,percentage,55.959999999999994,62.15889344262295,59.246434426229506,N
2022-2023,7830619,International Academy of Smyrna,Whole School Score,2c,Grade Band Score,percentage,83.85,68.11272590361445,76.02024096385543,Y
2021-2022,7830610,Coweta Charter Academy,M,1a,Content Mastery,percentage,74.2,56.6,60.2,Y
2022-2023,7820110,Odyssey Charter School,E,1b,Progress,percentage,67.7,81.64519572953738,84.72348754448399,N
2022-2023,7830103,Statesboro STEAM Academy,M,1c,Grade Band Score,percentage,71,65.80376288659795,75.875,Y
2020-2021,7830210,Pataula Charter Academy,H,1f,GaDOE Achievement,percentage,92.64500000000001,19.517974860335194,"",Y
2020-2021,7830623,Academy For Classical Education,E,1a-na,Content Mastery Non-Adjusted,percentage,92.1658945317483,42.84284079092004,"",Y
2020-2021,7830310,Fulton Leadership Academy,H,1f,GaDOE Achievement,percentage,TFS,39.495607476635506,"",""
2022-2023,7830641,Resurgence Hall Middle Academy,M,1b,Progress,percentage,80.1,85.29878048780488,90.35243902439024,N
2021-2022,7830612,Southwest Georgia S.T.E.M. Charter Academy,M,1d,Value-Add,decimal,0.0694,0.0925,"",S
2022-2023,7830623,Academy For Classical Education,H,1a,Content Mastery,percentage,98.5,44.20333988212181,37.75776031434185,Y
2021-2022,7830612,Southwest Georgia S.T.E.M. Charter Academy,H,1b,Progress,percentage,28.9,59.4,"",N
2022-2023,7820110,Odyssey Charter School,M,1c,Grade Band Score,percentage,79.515,71.0678947368421,69.15381578947365,Y
2022-2023,7830618,SAIL Charter Academy - School for Arts-Infused Learning,Whole School Score,2d,Value-Add,decimal,-0.19767746329307556,0.025606949458733652,-0.028918637413880788,N
2020-2021,7830210,Pataula Charter Academy,M,1f,GaDOE Achievement,percentage,47.175,26.760850340136056,"",Y
2022-2023,7830630,Baconton Community Charter School,E,1c,Grade Band Score,percentage,74.01499999999999,54.49307005747474,72.27540404040404,Y
2020-2021,7820614,International Charter School of Atlanta,E,1f,GaDOE Achievement,percentage,89.1273,59.45646161473087,"",Y
2022-2023,7830630,Baconton Community Charter School,Whole School Score,2d,Value-Add,decimal,0.030324293300509453,-0.04011742521106498,0.06595853611815983,Y
2022-2023,7830627,Atlanta SMART Academy,E,1a,Content Mastery,percentage,42.4,42.83846153846154,62.87692307692308,S
2021-2022,7820110,Odyssey Charter School,Whole School Score,2a,Content Mastery,percentage,62.93841463414634,64.86493902439025,"",S
2022-2023,7830310,Fulton Leadership Academy,H,1b,Progress,percentage,52.5,83.51503759398494,89.6766917293233,N
2021-2022,7830612,Southwest Georgia S.T.E.M. Charter Academy,E,1d,Value-Add,decimal,-0.0369,0.027,"",S
2020-2021,7830626,Furlow Charter School,H,1f,GaDOE Achievement,percentage,28.479,25.050497014925377,"",Y
2022-2023,7820212,Cherokee Charter Academy,E,1b,Progress,percentage,82.6,86.9584867075665,87.71595092024542,N
2020-2021,7830623,Academy For Classical Education,E,1f,GaDOE Achievement,percentage,91.87729999999999,45.051062709966416,"",Y
2022-2023,7830619,International Academy of Smyrna,E,1b,Progress,percentage,93,83.36897590361444,86.57771084337348,Y
2021-2022,7820212,Cherokee Charter Academy,E,1d,Value-Add,decimal,-0.0736,0.0161,"",N
2021-2022,7820616,Georgia School for Innovation and the Classics,E,1d,Value-Add,decimal,-0.1281,0.0204,"",N
2020-2021,7830634,Georgia Fugees Academy Charter School,M,1f,GaDOE Achievement,percentage,10.725,27.098376623376623,"",N
2022-2023,7830618,SAIL Charter Academy - School for Arts-Infused Learning,M,1c,Grade Band Score,percentage,75.615,74.89243243243244,76.64128378378378,Y
2021-2022,7830627,Atlanta SMART Academy,Whole School Score,2a,Content Mastery,percentage,28.660483870967745,35.78557202559749,"",N
2020-2021,7820121,Utopian Academy for the Arts Charter School,M,1a-na,Content Mastery Non-Adjusted,percentage,32.729420626699934,26.0582655024709,"",Y
2021-2022,7830634,Georgia Fugees Academy Charter School,M,1d,Value-Add,decimal,-0.1229,0.0775,"",N
2022-2023,7830618,SAIL Charter Academy - School for Arts-Infused Learning,E,1a,Content Mastery,percentage,71.5,75.91712328767125,76.82442922374427,N
2021-2022,7830627,Atlanta SMART Academy,M,1a,Content Mastery,percentage,27.1,36.5,53.9,N
2022-2023,7830623,Academy For Classical Education,H,1b,Progress,percentage,88.7,70.2500982318271,65.4237721021611,Y
